time,Vbus(V),Ibus(A),Power(W),Vd+(V),Vd-(V),energy(Wh),temperature(��),,,,,,,
08:04.1,5.0254,0.0133,0.0667,3.047,0.012,,,5.0254,0.0132,0.0665,3.066,0.01,0.0176,26.8
08:04.2,5.0254,0.0132,0.0665,3.054,0.017,,,5.0254,0.0132,0.0664,2.585,0.012,,
08:04.3,5.0254,0.0132,0.0664,3.04,0.024,,,5.0254,0.0132,0.0665,2.875,0.006,,
08:04.4,5.0252,0.0132,0.0665,2.513,0.005,,,5.0253,0.0132,0.0664,3.049,1.556,,
08:04.5,5.0249,0.0132,0.0665,0.595,0.03,,,5.0254,0.0132,0.0666,1.198,0.003,,
08:04.6,5.0249,0.0132,0.0664,3.283,0.015,,,5.0254,0.0132,0.0665,3.009,0.007,,
08:04.7,5.025,0.0132,0.0665,3.033,0.011,,,5.0254,0.0132,0.0664,2.916,0.005,,
08:04.8,5.0249,0.0132,0.0665,3.052,0.547,,,5.0254,0.0132,0.0664,3.044,0.025,,
08:04.9,5.0251,0.0132,0.0665,3.038,0.006,,,5.0254,0.0132,0.0664,3.031,0.003,,
08:05.0,5.0253,0.0133,0.0666,3.051,0.005,0.0203,27.7,5.0254,0.0132,0.0664,1.894,0.028,,
08:05.1,5.0253,0.0133,0.0666,3.046,0.104,,,5.0254,0.0132,0.0665,3.062,0.01,0.0176,27.9
08:05.2,5.0254,0.0133,0.0666,3.031,0.004,,,5.0254,0.0132,0.0664,3.052,0.206,,
08:05.3,5.0254,0.0132,0.0666,0.69,0.012,,,5.0254,0.0132,0.0664,0.711,0.004,,
08:05.4,5.0254,0.0132,0.0664,3.016,0.003,,,5.0254,0.0132,0.0664,3.047,0.007,,
08:05.5,5.0253,0.0132,0.0664,3.078,0.007,,,5.0254,0.0132,0.0666,2.474,0.005,,
08:05.6,5.0254,0.0132,0.0664,3.123,0.037,,,5.0254,0.0132,0.0665,3.06,0.013,,
08:05.7,5.0254,0.0132,0.0664,3.044,0.011,,,5.0251,0.0132,0.0665,3.05,0.003,,
08:05.8,5.0252,0.0132,0.0664,3.056,0.006,,,5.0249,0.0132,0.0664,3.038,0.006,,
08:05.9,5.025,0.0132,0.0664,3.046,0.044,,,5.0251,0.0132,0.0664,3.068,0.005,,
08:06.0,5.0251,0.0132,0.0665,3.032,0.004,0.0203,27.7,5.0252,0.0132,0.0664,2.962,0.015,,
08:06.1,5.0251,0.0132,0.0665,2.509,2.064,,,5.0253,0.0133,0.0666,3.022,0.013,0.0176,28.3
08:06.2,5.0253,0.0132,0.0666,3,0.013,,,5.0254,0.0133,0.0666,0.846,0.014,,
08:06.3,5.0254,0.0132,0.0665,3.036,0.003,,,5.0254,0.0133,0.0667,0.147,0.004,,
08:06.4,5.0254,0.0132,0.0665,3.044,0.621,,,5.0254,0.0133,0.0667,3.048,0.012,,
08:06.5,5.0253,0.0132,0.0664,3.035,0.029,,,5.0254,0.0133,0.0667,3.056,0.003,,
08:06.6,5.0254,0.0132,0.0664,3.091,0.497,,,5.0254,0.0132,0.0665,2.983,0.007,,
08:06.7,5.0254,0.0132,0.0665,3.033,0.019,,,5.0254,0.0132,0.0665,3.093,0.008,,
08:06.8,5.0254,0.0132,0.0664,3.034,0.004,,,5.0254,0.0132,0.0665,3.027,0.007,,
08:06.9,5.0254,0.0133,0.0667,2.631,0.004,,,5.0252,0.0132,0.0664,3.057,0.022,,
08:07.0,5.0254,0.0133,0.0667,3.054,0.009,0.0203,27.4,5.0251,0.0132,0.0665,3.045,0.009,,
08:07.1,5.0254,0.0132,0.0666,3.026,0.003,,,5.0252,0.0133,0.0666,3.042,0.418,0.0176,27.8
08:07.2,5.0255,0.0132,0.0665,3.035,0.003,,,5.0253,0.0133,0.0666,3.028,0.01,,
08:07.3,5.0254,0.0132,0.0664,1.98,0.005,,,5.0254,0.0133,0.0666,3.07,0.01,,
08:07.4,5.0254,0.0132,0.0665,0.875,0.01,,,5.0254,0.0133,0.0667,3.044,0.003,,
08:07.5,5.0254,0.0132,0.0666,3.04,0.036,,,5.0254,0.0133,0.0669,3.096,0.059,,
08:07.6,5.0254,0.0132,0.0664,3.044,0.013,,,5.0254,0.0133,0.067,3.042,0.013,,
08:07.7,5.0254,0.0132,0.0664,2.719,2.31,,,5.0254,0.0133,0.0669,3.024,0.005,,
08:07.8,5.0253,0.0132,0.0665,0.635,0.008,,,5.0254,0.0133,0.0669,3.036,0.008,,
08:07.9,5.0254,0.0132,0.0665,3.074,0.006,,,5.0254,0.0133,0.067,3.031,0.439,,
08:08.0,5.0254,0.0132,0.0665,3.044,0.02,0.0204,27.7,5.0254,0.0133,0.0668,3.264,0.009,,
08:08.1,5.0254,0.0132,0.0665,2.492,0.01,,,5.0254,0.0133,0.0667,3.053,0.011,0.0177,28.6
08:08.2,5.0254,0.0133,0.0666,3.032,0.009,,,5.0254,0.0133,0.0666,2.865,0.009,,
08:08.3,5.0254,0.0132,0.0665,3.039,0.004,,,5.0254,0.0132,0.0665,2.964,0.481,,
08:08.4,5.0254,0.0132,0.0665,3.037,0.013,,,5.0254,0.0132,0.0665,3.034,0.008,,
08:08.5,5.0254,0.0132,0.0665,2.845,0.45,,,5.0254,0.0133,0.0667,3.042,0.012,,
08:08.6,5.0254,0.0132,0.0665,3.065,0.008,,,5.0254,0.0133,0.0666,3.066,0.067,,
08:08.7,5.0254,0.0132,0.0665,3.064,0.007,,,5.0254,0.0133,0.0667,3.039,0.084,,
08:08.8,5.0254,0.0132,0.0664,3.034,0.013,,,5.0254,0.0133,0.0667,3.056,0.003,,
08:08.9,5.0254,0.0132,0.0664,3.049,0.179,,,5.0254,0.0132,0.0665,3.043,0.014,,
08:09.0,5.0254,0.0132,0.0665,3.157,1.592,0.0204,27.4,5.0254,0.0132,0.0666,3.05,0.023,,
08:09.1,5.0254,0.0132,0.0665,1.623,0.019,,,5.0254,0.0133,0.0666,3.021,0.549,0.0177,27.7
08:09.2,5.0254,0.0132,0.0665,3.035,0.003,,,5.0254,0.0132,0.0665,0.122,0.028,,
08:09.3,5.0254,0.0132,0.0665,3.004,0.636,,,5.0254,0.0132,0.0664,0.675,0.004,,
08:09.4,5.0253,0.0132,0.0664,3.015,0.011,,,5.0254,0.0132,0.0665,3.025,0.012,,
08:09.5,5.0252,0.0132,0.0664,3.045,0.016,,,5.0254,0.0132,0.0665,3.062,0.012,,
08:09.6,5.0251,0.0132,0.0665,3.152,2.737,,,5.0254,0.0132,0.0664,3.049,0.01,,
08:09.7,5.0247,0.0132,0.0665,1.259,0.016,,,5.0254,0.0132,0.0664,2.677,0.004,,
08:09.8,5.025,0.0132,0.0664,3.2,2.541,,,5.0254,0.0132,0.0664,3.036,1.614,,
08:09.9,5.025,0.0132,0.0664,3.053,0.012,,,5.0254,0.0132,0.0665,3.046,1.117,,
08:10.0,5.0249,0.0132,0.0664,3.035,0.003,0.0204,27,5.0254,0.0132,0.0665,2.933,0.637,,
08:10.1,5.0252,0.0132,0.0664,3.081,0.731,,,5.0253,0.0132,0.0664,3.035,0.007,0.0177,27.7
08:10.2,5.0253,0.0132,0.0664,2.283,0.015,,,5.0254,0.0132,0.0664,0.628,0.004,,
08:10.3,5.0253,0.0132,0.0666,3.034,0.003,,,5.0253,0.0132,0.0664,3.038,0.481,,
08:10.4,5.0254,0.0133,0.0666,2.531,0.019,,,5.0254,0.0132,0.0664,3.044,0.017,,
08:10.5,5.0253,0.0132,0.0666,3.047,0.009,,,5.0253,0.0132,0.0664,2.603,0.004,,
08:10.6,5.0254,0.0133,0.0667,3.105,0.277,,,5.0252,0.0132,0.0664,3.034,0.678,,
08:10.7,5.0254,0.0133,0.0667,3.038,0.02,,,5.0251,0.0132,0.0665,1.888,2.694,,
08:10.8,5.0252,0.0133,0.0668,3.028,0.004,,,5.0251,0.0132,0.0665,2.914,0.54,,
08:10.9,5.0253,0.0133,0.0667,0.795,0.006,,,5.0252,0.0132,0.0665,1.662,0.007,,
08:11.0,5.0254,0.0133,0.0666,2.775,0.012,0.0204,27.9,5.0252,0.0132,0.0665,3.046,0.017,,
08:11.1,5.0254,0.0132,0.0666,3.051,0.004,,,5.0254,0.0132,0.0665,3.036,0.003,0.0177,28.1
08:11.2,5.0254,0.0132,0.0666,2.207,0.058,,,5.0254,0.0132,0.0665,3.033,0.01,,
08:11.3,5.0254,0.0132,0.0666,3.05,0.01,,,5.0254,0.0132,0.0664,3.078,0.015,,
08:11.4,5.0254,0.0132,0.0665,2.716,0.012,,,5.0254,0.0132,0.0665,3.043,0.003,,
08:11.5,5.0253,0.0132,0.0665,3.046,0.017,,,5.0254,0.0132,0.0665,3.046,0.058,,
08:11.6,5.0254,0.0132,0.0666,3.245,0.089,,,5.0254,0.0132,0.0666,3.021,0.024,,
08:11.7,5.0254,0.0132,0.0665,3.085,0.742,,,5.0254,0.0132,0.0666,3.04,0.005,,
08:11.8,5.0254,0.0132,0.0665,2.957,0.011,,,5.0253,0.0133,0.0666,3.063,0.006,,
08:11.9,5.0254,0.0133,0.0666,3.063,0.004,,,5.0251,0.0132,0.0666,3.045,0.004,,
08:12.0,5.0254,0.0132,0.0665,0.853,0.016,0.0204,28,5.0248,0.0132,0.0665,0.81,0.013,,
08:12.1,5.0254,0.0132,0.0665,3.044,0.014,,,5.025,0.0132,0.0664,3.07,0.016,0.0177,27.5
08:12.2,5.0254,0.0132,0.0665,3.11,0.145,,,5.0252,0.0132,0.0664,3.032,0.007,,
08:12.3,5.0254,0.0132,0.0665,3.033,0.013,,,5.0254,0.0132,0.0664,3.042,0.69,,
08:12.4,5.0254,0.0132,0.0664,3.031,0.004,,,5.0254,0.0132,0.0665,3.078,0.1,,
08:12.5,5.0253,0.0132,0.0664,3.027,0.005,,,5.0254,0.0132,0.0665,3.055,0.009,,
08:12.6,5.0254,0.0132,0.0664,0.228,0.013,,,5.0254,0.0132,0.0664,3.086,0.007,,
08:12.7,5.0254,0.0132,0.0664,3.039,0.004,,,5.0254,0.0132,0.0666,3.025,0.003,,
08:12.8,5.0254,0.0133,0.0666,1.369,0.018,,,5.0254,0.0133,0.0666,3.043,0.086,,
08:12.9,5.0253,0.0133,0.0666,3.044,0.674,,,5.0254,0.0132,0.0665,3.083,0.013,,
08:13.0,5.0254,0.0133,0.0667,3.119,0.033,0.0205,27.7,5.0254,0.0132,0.0665,3.041,0.011,,
08:13.1,5.0252,0.0133,0.0666,3.046,0.016,,,5.0254,0.0132,0.0665,3.044,1.827,0.0178,27.6
08:13.2,5.0254,0.0133,0.0666,3.193,2.609,,,5.0254,0.0133,0.0667,0.676,0.03,,
08:13.3,5.0254,0.0132,0.0665,3.095,1.085,,,5.0254,0.0133,0.0667,3.052,0.007,,
08:13.4,5.0254,0.0133,0.0666,2.923,0.011,,,5.0254,0.0132,0.0666,3.085,0.007,,
08:13.5,5.0254,0.0133,0.0666,3.041,0.013,,,5.0254,0.0133,0.0666,3.036,0.008,,
08:13.6,5.0254,0.0132,0.0665,3.045,2.26,,,5.0254,0.0133,0.0666,3.044,0.016,,
08:13.7,5.0254,0.0132,0.0665,3.043,0.039,,,5.0254,0.0133,0.0667,2.993,0.022,,
08:13.8,5.0247,0.0132,0.0664,2.544,0.014,,,5.0254,0.0133,0.0667,3.03,0.015,,
08:13.9,5.0246,0.0132,0.0664,0.855,0.012,,,5.0254,0.0133,0.0667,3.051,0.007,,
08:14.0,5.0246,0.0132,0.0664,3.162,0.004,0.0205,27.7,5.0254,0.0133,0.0667,3.042,0.639,,
08:14.1,5.0246,0.0132,0.0664,3.041,0.007,,,5.0253,0.0132,0.0665,2.439,0.017,0.0178,27.5
08:14.2,5.025,0.0132,0.0664,2.924,0.012,,,5.0253,0.0132,0.0664,3.244,0.01,,
08:14.3,5.025,0.0132,0.0665,3.044,0.013,,,5.0254,0.0132,0.0664,3.045,0.006,,
08:14.4,5.025,0.0132,0.0665,3.04,0.022,,,5.0254,0.0132,0.0664,3.048,0.005,,
08:14.5,5.0249,0.0132,0.0664,3.032,2.17,,,5.0254,0.0132,0.0664,3.052,0.013,,
08:14.6,5.0247,0.0132,0.0664,3.048,0.014,,,5.0254,0.0132,0.0665,3.095,0.01,,
08:14.7,5.0246,0.0132,0.0665,3.046,0.031,,,5.0254,0.0132,0.0665,3.058,1.492,,
08:14.8,5.0246,0.0132,0.0665,3.146,0.005,,,5.0254,0.0133,0.0666,3.045,0.138,,
08:14.9,5.0246,0.0132,0.0664,3.048,0.008,,,5.0253,0.0132,0.0664,3.049,0.423,,
08:15.0,5.0245,0.0132,0.0665,3.02,0.012,0.0205,27.6,5.0253,0.0132,0.0664,3.056,0.009,,
08:15.1,5.0245,0.0132,0.0664,3.053,0.027,,,5.0254,0.0132,0.0664,3.034,0.007,0.0178,27.9
08:15.2,5.0245,0.0132,0.0664,3.052,0.005,,,5.0254,0.0132,0.0665,3.048,0.008,,
08:15.3,5.0247,0.0132,0.0664,0.919,0.018,,,5.0254,0.0132,0.0665,2.488,0.012,,
08:15.4,5.0248,0.0132,0.0664,3.052,0.005,,,5.0254,0.0132,0.0665,3.041,0.061,,
08:15.5,5.025,0.0132,0.0664,2.567,0.013,,,5.0254,0.0132,0.0665,3.064,2.381,,
08:15.6,5.0253,0.0132,0.0665,1.494,0.017,,,5.0252,0.0132,0.0664,3.047,0.01,,
08:15.7,5.0254,0.0132,0.0665,3.017,0.004,,,5.0249,0.0132,0.0664,3.049,0.008,,
08:15.8,5.0252,0.0132,0.0665,0.872,0.055,,,5.0247,0.0132,0.0664,2.909,0.015,,
08:15.9,5.0252,0.0132,0.0665,3.021,0.007,,,5.0249,0.0132,0.0664,3.049,0.007,,
08:16.0,5.0252,0.0132,0.0664,3.033,0.005,0.0205,27.9,5.0251,0.0132,0.0665,3.053,0.008,,
08:16.1,5.0254,0.0132,0.0664,1.173,0.02,,,5.0252,0.0132,0.0664,3.051,0.01,0.0178,27.5
08:16.2,5.0253,0.0132,0.0664,3.051,0.136,,,5.0252,0.0132,0.0664,3.04,0.011,,
08:16.3,5.0253,0.0133,0.0666,3.066,0.004,,,5.0254,0.0132,0.0664,2.969,0.029,,
08:16.4,5.0254,0.0132,0.0665,3.042,0.011,,,5.0254,0.0132,0.0665,2.977,0.012,,
08:16.5,5.0254,0.0132,0.0664,3.208,2.008,,,5.0253,0.0132,0.0664,3.033,0.007,,
08:16.6,5.0253,0.0132,0.0664,0.925,0.034,,,5.0253,0.0132,0.0664,3.037,0.993,,
08:16.7,5.0254,0.0132,0.0664,3.022,0.008,,,5.0254,0.0132,0.0664,3.03,0.025,,
08:16.8,5.0254,0.0132,0.0664,3.036,0.011,,,5.0254,0.0132,0.0664,3.032,0.005,,
08:16.9,5.0254,0.0132,0.0664,3.047,0.019,,,5.0253,0.0132,0.0665,3.049,0.011,,
08:17.0,5.0254,0.0132,0.0665,3.042,0.006,0.0205,27.8,5.0252,0.0132,0.0665,3.05,0.008,,
08:17.1,5.0254,0.0132,0.0665,3.064,0.006,,,5.0254,0.0132,0.0665,3.048,2.036,0.0178,27.4
08:17.2,5.0254,0.0132,0.0665,2.559,0.006,,,5.0254,0.0132,0.0664,3.04,0.011,,
08:17.3,5.0253,0.0132,0.0665,3.208,0.306,,,5.0254,0.0132,0.0666,2.446,0.006,,
08:17.4,5.0254,0.0132,0.0664,0.845,0.065,,,5.0254,0.0133,0.0666,0.347,0.009,,
08:17.5,5.0254,0.0132,0.0664,3.027,0.006,,,5.0254,0.0132,0.0666,3.046,0.007,,
08:17.6,5.0253,0.0132,0.0664,3.041,0.005,,,5.0254,0.0132,0.0666,3.046,0.012,,
08:17.7,5.0253,0.0132,0.0664,3.045,0.017,,,5.0254,0.0132,0.0664,3.053,0.017,,
08:17.8,5.0254,0.0132,0.0666,3.057,0.032,,,5.0254,0.0132,0.0665,2.998,0.017,,
08:17.9,5.0254,0.0133,0.0666,1.804,0.008,,,5.0254,0.0133,0.0666,3.054,0.023,,
08:18.0,5.0254,0.0133,0.0668,3.033,0.015,0.0205,27.3,5.0254,0.0132,0.0665,3.046,0.01,,
08:18.1,5.0254,0.0133,0.0668,3.211,0.693,,,5.0254,0.0132,0.0665,0.03,0.007,0.0178,27.8
08:18.2,5.0253,0.0133,0.0666,3.028,2.415,,,5.0254,0.0132,0.0665,3.036,0.159,,
08:18.3,5.0254,0.0132,0.0665,3.037,0.007,,,5.0254,0.0132,0.0665,3.036,0.005,,
08:18.4,5.0254,0.0132,0.0664,3.051,0.007,,,5.0254,0.0132,0.0665,0.151,0.013,,
08:18.5,5.0254,0.0132,0.0665,2.784,0.005,,,5.0254,0.0132,0.0665,3.052,2.411,,
08:18.6,5.0254,0.0132,0.0664,3.036,0.936,,,5.0254,0.0133,0.0666,3.051,0.01,,
08:18.7,5.0254,0.0132,0.0664,3.065,0.006,,,5.0254,0.0133,0.0667,3.056,0.014,,
08:18.8,5.0254,0.0132,0.0665,3.03,0.004,,,5.0254,0.0133,0.0667,3.015,0.005,,
08:18.9,5.0254,0.0132,0.0665,3.221,0.129,,,5.0254,0.0133,0.0666,0.201,0.007,,
08:19.0,5.0254,0.0132,0.0665,3.043,0.024,0.0166,27.7,5.0254,0.0133,0.0666,3.016,0.012,,
08:19.1,5.0254,0.0132,0.0664,3.034,0.005,,,5.0254,0.0132,0.0665,3.024,0.019,0.0179,27.9
08:19.2,5.0254,0.0132,0.0664,2.934,0.617,,,5.0254,0.0132,0.0665,3.047,0.015,,
08:19.3,5.0254,0.0132,0.0665,0.947,0.065,,,5.0254,0.0132,0.0664,3.049,0.014,,
08:19.4,5.0254,0.0132,0.0664,3.253,0.009,,,5.0254,0.0132,0.0665,3.057,2.642,,
08:19.5,5.0254,0.0132,0.0665,3.047,0.015,,,5.0254,0.0132,0.0664,3.043,0.136,,
08:19.6,5.0254,0.0132,0.0665,0.61,0.029,,,5.0254,0.0132,0.0665,3.041,0.498,,
08:19.7,5.0254,0.0132,0.0665,1.141,0.626,,,5.0254,0.0132,0.0666,0.601,0.008,,
08:19.8,5.0254,0.0132,0.0664,3.036,0.007,,,5.0254,0.0132,0.0665,3.044,0.028,,
08:19.9,5.0254,0.0132,0.0665,3.027,0.004,,,5.0254,0.0132,0.0665,3.031,0.012,,
08:20.0,5.0254,0.0132,0.0664,3.035,0.018,0.0167,27.1,5.0254,0.0132,0.0664,3.027,0.004,,
08:20.1,5.0254,0.0132,0.0664,2.983,0.007,,,5.0254,0.0132,0.0664,3.017,0.006,0.0179,28.4
08:20.2,5.0254,0.0132,0.0664,3.045,0.009,,,5.0254,0.0132,0.0665,3.05,0.01,,
08:20.3,5.0254,0.0132,0.0664,3.047,0.012,,,5.0254,0.0132,0.0665,2.565,0.004,,
08:20.4,5.0254,0.0132,0.0664,3.049,0.011,,,5.0254,0.0132,0.0665,3.057,0.003,,
08:20.5,5.0254,0.0132,0.0665,3.128,0.612,,,5.0254,0.0132,0.0665,2.422,0.058,,
08:20.6,5.0254,0.0132,0.0665,3.016,0.014,,,5.0253,0.0132,0.0666,3.041,0.009,,
08:20.7,5.0254,0.0132,0.0664,3.045,0.007,,,5.0253,0.0132,0.0665,3.033,0.017,,
08:20.8,5.0254,0.0132,0.0664,3.041,0.011,,,5.0253,0.0132,0.0664,0.716,0.005,,
08:20.9,5.0254,0.0132,0.0665,3.02,0.01,,,5.0253,0.0132,0.0664,3.019,0.006,,
08:21.0,5.0254,0.0132,0.0664,3.05,2.966,0.0167,27.9,5.0253,0.0132,0.0665,3.051,0.01,,
08:21.1,5.0254,0.0132,0.0664,3.046,0.042,,,5.0254,0.0132,0.0664,2.683,0.002,0.0179,27.7
08:21.2,5.0254,0.0132,0.0665,3.037,0.015,,,5.0254,0.0132,0.0664,3.051,0.003,,
08:21.3,5.0254,0.0132,0.0665,1.176,0.666,,,5.0254,0.0132,0.0664,3.026,0.017,,
08:21.4,5.0252,0.0132,0.0665,3.045,0.025,,,5.0254,0.0132,0.0664,3.039,0.012,,
08:21.5,5.0253,0.0132,0.0664,3.038,0.009,,,5.0254,0.0132,0.0664,3.054,0.011,,
08:21.6,5.0253,0.0132,0.0665,2.751,2.614,,,5.0254,0.0132,0.0664,3.043,0.004,,
08:21.7,5.0253,0.0132,0.0665,3.066,2.663,,,5.0254,0.0132,0.0664,3.062,0.007,,
08:21.8,5.0254,0.0132,0.0664,3.039,1.028,,,5.0254,0.0132,0.0665,2.511,2.664,,
08:21.9,5.0254,0.0132,0.0664,3.055,0.014,,,5.0253,0.0132,0.0664,0.69,0.005,,
08:22.0,5.0254,0.0132,0.0665,3.039,0.004,0.0167,27.3,5.025,0.0132,0.0666,3.043,0.003,,
08:22.1,5.0254,0.0132,0.0665,3.025,0.004,,,5.0253,0.0133,0.0667,2.184,0.642,0.0179,27.8
08:22.2,5.0254,0.0132,0.0664,0.831,0.006,,,5.0254,0.0132,0.0664,2.983,0.007,,
08:22.3,5.0254,0.0132,0.0665,3.041,0.005,,,5.0254,0.0132,0.0665,3.054,0.016,,
08:22.4,5.0254,0.0132,0.0665,3.023,2.662,,,5.0254,0.0132,0.0664,3.035,0.005,,
08:22.5,5.0254,0.0132,0.0665,3.081,0.416,,,5.0254,0.0132,0.0665,3.071,0.19,,
08:22.6,5.0253,0.0132,0.0665,0.775,0.006,,,5.0254,0.0132,0.0665,3.035,0.611,,
08:22.7,5.025,0.0132,0.0664,3.06,0.023,,,5.0254,0.0133,0.0666,3.042,0.016,,
08:22.8,5.0251,0.0132,0.0664,3.031,0.004,,,5.0254,0.0133,0.0667,3.039,0.003,,
08:22.9,5.0254,0.0132,0.0665,0.694,0.669,,,5.0254,0.0133,0.0667,1.714,0.246,,
08:23.0,5.0254,0.0132,0.0665,0.69,0.009,0.0167,27.5,5.0254,0.0133,0.0667,3.01,0.006,,
08:23.1,5.0253,0.0132,0.0665,3.042,0.003,,,5.0254,0.0133,0.0667,3.084,0.011,0.0179,27.7
08:23.2,5.0254,0.0132,0.0664,2.655,0.016,,,5.0254,0.0132,0.0666,2.565,0.005,,
08:23.3,5.0254,0.0133,0.0666,3.069,1.205,,,5.0254,0.0132,0.0665,3.064,0.02,,
08:23.4,5.0254,0.0133,0.0667,3.048,0.619,,,5.0254,0.0132,0.0665,3.038,0.633,,
08:23.5,5.0253,0.0132,0.0666,3.055,0.01,,,5.0254,0.0132,0.0664,3.043,2.648,,
08:23.6,5.0254,0.0132,0.0666,3.043,0.034,,,5.0254,0.0132,0.0664,3.033,0.008,,
08:23.7,5.0254,0.0133,0.0666,2.879,0.373,,,5.0254,0.0132,0.0665,3.04,0.495,,
08:23.8,5.0254,0.0133,0.0666,0.71,0.011,,,5.0254,0.0132,0.0664,3.237,0.076,,
08:23.9,5.0254,0.0132,0.0666,0.693,0.014,,,5.0254,0.0132,0.0664,3.045,0.021,,
08:24.0,5.0254,0.0133,0.0666,2.74,0.713,0.0167,27.5,5.0254,0.0132,0.0664,2.569,0.005,,
08:24.1,5.0254,0.0133,0.0666,3.026,0.008,,,5.0254,0.0132,0.0664,3.069,0.034,0.018,28
08:24.2,5.0253,0.0133,0.0667,3.039,0.662,,,5.0254,0.0132,0.0664,3.037,0.181,,
08:24.3,5.0254,0.0133,0.0667,3.036,1.469,,,5.0254,0.0132,0.0664,3.033,0.011,,
08:24.4,5.0254,0.0133,0.0666,3.035,0.004,,,5.0254,0.0132,0.0665,3.044,0.011,,
08:24.5,5.0254,0.0133,0.0666,3.054,0.01,,,5.0254,0.0132,0.0665,3.105,0.014,,
08:24.6,5.0254,0.0132,0.0664,3.051,0.7,,,5.0254,0.0132,0.0664,3.055,0.016,,
08:24.7,5.0254,0.0132,0.0664,3.042,0.032,,,5.0254,0.0132,0.0665,3.047,0.009,,
08:24.8,5.0254,0.0132,0.0665,3.069,0.021,,,5.0254,0.0132,0.0665,3.055,0.024,,
08:24.9,5.0254,0.0132,0.0665,3.035,0.008,,,5.0254,0.0133,0.0666,3.027,0.003,,
08:25.0,5.0254,0.0132,0.0664,3.078,1.239,0.0168,27.2,5.0254,0.0133,0.0666,3.036,0.044,,
08:25.1,5.0254,0.0132,0.0664,3.045,0.667,,,5.0254,0.0132,0.0666,3.049,0.018,0.018,28.1
08:25.2,5.0254,0.0132,0.0664,3.045,0.015,,,5.0254,0.0132,0.0664,0.607,2.396,,
08:25.3,5.0254,0.0132,0.0665,3.04,0.004,,,5.0253,0.0132,0.0664,3.029,0.006,,
08:25.4,5.0254,0.0132,0.0664,3.043,0.133,,,5.0254,0.0132,0.0664,3.034,0.613,,
08:25.5,5.0254,0.0132,0.0664,3.036,0.008,,,5.0254,0.0132,0.0665,1.284,0.019,,
08:25.6,5.0254,0.0132,0.0664,3.03,0.004,,,5.0252,0.0132,0.0664,2.48,0.005,,
08:25.7,5.0254,0.0132,0.0664,2.598,0.013,,,5.0252,0.0132,0.0665,3.027,0.012,,
08:25.8,5.0254,0.0132,0.0664,3.083,0.07,,,5.0254,0.0132,0.0664,3.032,0.045,,
08:25.9,5.0254,0.0132,0.0665,3.042,0.051,,,5.0254,0.0132,0.0665,3.048,0.032,,
08:26.0,5.0254,0.0132,0.0665,3.036,0.023,0.0168,27.3,5.0254,0.0132,0.0665,3.066,0.012,,
08:26.1,5.0254,0.0132,0.0665,3.048,0.005,,,5.0255,0.0132,0.0665,3.154,1.23,0.018,27.6
08:26.2,5.0254,0.0132,0.0665,3.046,0.038,,,5.0254,0.0132,0.0665,2.499,1.08,,
08:26.3,5.0254,0.0132,0.0664,2.513,0.005,,,5.0254,0.0132,0.0664,3.237,0.009,,
08:26.4,5.0253,0.0132,0.0665,3.023,0.011,,,5.0254,0.0132,0.0664,2.668,0.008,,
08:26.5,5.0252,0.0132,0.0665,2.482,0.01,,,5.0254,0.0132,0.0664,3.045,0.019,,
08:26.6,5.0252,0.0132,0.0665,3.026,0.004,,,5.0254,0.0132,0.0665,3.038,0.026,,
08:26.7,5.0254,0.0132,0.0664,3.049,0.151,,,5.0254,0.0132,0.0665,3.045,0.002,,
08:26.8,5.0254,0.0132,0.0665,3.045,0.574,,,5.0254,0.0132,0.0665,3.043,0.012,,
08:26.9,5.0254,0.0132,0.0665,3.043,0.003,,,5.0253,0.0132,0.0664,3.238,0.007,,
08:27.0,5.0254,0.0132,0.0664,3.057,0.654,0.0168,27.5,5.0254,0.0132,0.0664,1.098,2.202,,
08:27.1,5.0254,0.0132,0.0665,3.084,0.108,,,5.0254,0.0132,0.0665,0.172,0.016,0.018,27.7
08:27.2,5.0254,0.0132,0.0664,3.087,0.014,,,5.0254,0.0132,0.0665,2.973,0.005,,
08:27.3,5.0254,0.0132,0.0664,3.036,0.005,,,5.0254,0.0132,0.0665,3.257,2.536,,
08:27.4,5.0253,0.0132,0.0664,2.701,0.034,,,5.0254,0.0132,0.0664,3.042,0.009,,
08:27.5,5.0254,0.0132,0.0665,3.047,0.698,,,5.0254,0.0132,0.0665,3.055,0.01,,
08:27.6,5.0254,0.0132,0.0664,3.041,0.013,,,5.0254,0.0132,0.0665,3.032,0.005,,
08:27.7,5.0254,0.0132,0.0665,3.176,0.004,,,5.0254,0.0132,0.0665,3.045,0.14,,
08:27.8,5.0254,0.0132,0.0664,3.06,0.139,,,5.0254,0.0132,0.0665,3.023,0.037,,
08:27.9,5.0253,0.0132,0.0665,0.619,0.005,,,5.0254,0.0132,0.0666,3.026,0.003,,
08:28.0,5.0253,0.0132,0.0664,3.098,0.013,0.0168,28.1,5.0254,0.0133,0.0667,3.043,0.006,,
08:28.1,5.0254,0.0132,0.0664,3.023,0.004,,,5.0254,0.0132,0.0666,3.024,0.007,0.018,28.3
08:28.2,5.0254,0.0132,0.0665,3.008,1.975,,,5.0254,0.0132,0.0665,3.035,0.009,,
08:28.3,5.0254,0.0132,0.0666,3.045,2.395,,,5.0254,0.0132,0.0664,0.141,0.005,,
