time,Vbus(V),Ibus(A),Power(W),Vd+(V),Vd-(V),energy(Wh),temperature(��),,,,,,,
00:23.9,5.003,0.1451,0.726,3.061,0.023,,,5.0017,0.1446,0.7231,3.02,0.005,,
00:24.0,5.0029,0.1451,0.7258,3.083,0.148,0.005,28.3,5.002,0.1447,0.724,3.013,0.007,,
00:24.1,5.0029,0.1451,0.726,3.096,0.602,,,5.0027,0.145,0.7256,3.065,0.002,,
00:24.2,5.0027,0.1451,0.7261,3.068,0.003,,,5.0029,0.1452,0.7263,3.06,0.018,,
00:24.3,5.0029,0.1451,0.726,1.242,0.007,,,5.0029,0.1452,0.7264,3.062,0.02,,
00:24.4,5.0029,0.1451,0.7259,2.848,0.005,,,5.0029,0.1452,0.7266,3.063,0.003,,
00:24.5,5.0029,0.1451,0.7258,3.059,0.009,,,5.0029,0.1453,0.7271,2.471,0.003,0.0399,27.9
00:24.6,5.0029,0.1451,0.7259,3.053,0.003,,,5.0029,0.1454,0.7273,3.232,0.025,,
00:24.7,5.0029,0.1451,0.7258,0.61,2.614,,,5.0029,0.1453,0.7271,3.042,0.003,,
00:24.8,5.003,0.1451,0.7261,3.056,0.003,,,5.0029,0.1454,0.7273,3.04,0.005,,
00:24.9,5.0029,0.1451,0.7261,3.054,0.025,,,5.0029,0.1454,0.7273,2.993,0.005,,
00:25.0,5.0029,0.1451,0.7261,3.049,0.023,0.0052,27.9,5.0029,0.1454,0.7272,3.042,2.641,,
00:25.1,5.0029,0.1451,0.726,3.188,0.002,,,5.0029,0.1454,0.7274,3.076,1.041,,
00:25.2,5.0029,0.1451,0.726,3.034,0.004,,,5.0029,0.1454,0.7274,3.061,0.006,,
00:25.3,5.0029,0.1451,0.7259,3.098,0.005,,,5.0029,0.1453,0.7271,0.826,0.01,,
00:25.4,5.0028,0.1451,0.7259,3.069,0.006,,,5.0029,0.1454,0.7273,3.038,0.007,,
00:25.5,5.0029,0.1451,0.726,3.062,0.027,,,5.0029,0.1454,0.7272,3.074,0.023,0.0401,27.5
00:25.6,5.0029,0.1451,0.7259,3.079,0.132,,,5.0029,0.1454,0.7272,3.046,0.004,,
00:25.7,5.0029,0.1451,0.7257,3.06,0.011,,,5.0029,0.1454,0.7274,3.038,0.006,,
00:25.8,5.0029,0.1451,0.7261,3.055,0.002,,,5.0029,0.1454,0.7273,2.902,0.002,,
00:25.9,5.0029,0.1451,0.726,0.048,2.56,,,5.0029,0.1454,0.7273,3.035,0.004,,
00:26.0,5.0029,0.1451,0.7259,2.806,0.011,0.0054,28.3,5.0016,0.17,0.8505,3.07,0.026,,
00:26.1,5.0029,0.1451,0.726,3.057,0.004,,,5.0001,0.1739,0.8697,3.078,0.013,,
00:26.2,5.0029,0.1451,0.7259,3.054,0.024,,,4.9991,0.1761,0.8804,0.411,0.107,,
00:26.3,5.0029,0.1451,0.7259,3.052,0.012,,,4.9987,0.1775,0.8874,3.079,0.014,,
00:26.4,5.0029,0.1451,0.7261,3.089,0.123,,,4.9982,0.1783,0.8909,3.083,0.005,,
00:26.5,5.0029,0.1451,0.7259,3.062,0.017,,,4.998,0.1788,0.8935,2.454,0.516,0.0403,27.2
00:26.6,5.0029,0.1451,0.7259,3.066,0.014,,,4.9979,0.1791,0.8949,3.067,0.005,,
00:26.7,5.0029,0.1451,0.726,3.059,0.012,,,4.9979,0.1793,0.8961,3.063,0.011,,
00:26.8,5.0029,0.1451,0.7258,2.95,0.005,,,4.9979,0.1794,0.8964,0.826,0.647,,
00:26.9,5.0029,0.1451,0.726,3.07,0.012,,,4.9979,0.1795,0.8969,3.099,0.002,,
00:27.0,5.0029,0.1451,0.726,3.06,0.381,0.0056,27.6,4.9979,0.1795,0.8972,2.018,0.014,,
00:27.1,5.0029,0.1451,0.7259,3.059,0.005,,,4.9978,0.1795,0.8972,3.036,0.021,,
00:27.2,5.0029,0.1451,0.726,3.065,0.004,,,4.9986,0.1441,0.7201,2.942,0.622,,
00:27.3,5.0029,0.1451,0.726,3.059,0.002,,,5.0006,0.1437,0.7187,3.001,0.008,,
00:27.4,5.0029,0.1451,0.7259,3.049,0.019,,,5.0017,0.1444,0.7224,3.044,0.002,,
00:27.5,5.0029,0.1451,0.7261,3.053,0.01,,,5.0021,0.1447,0.724,3.048,0.005,0.0406,27.6
00:27.6,5.0029,0.1451,0.726,2.728,0.011,,,5.0027,0.145,0.7254,3.265,2.483,,
00:27.7,5.003,0.1451,0.7258,3.074,0.021,,,5.0025,0.1451,0.7259,3.074,0.01,,
00:27.8,5.0029,0.1451,0.7261,3.057,0.002,,,5.0027,0.1451,0.7261,2.45,0.599,,
00:27.9,5.0029,0.1451,0.7258,3.021,0.004,,,5.0029,0.1452,0.7264,3.054,0.004,,
00:28.0,5.0029,0.1451,0.726,3.052,0.284,0.0058,27.4,5.0019,0.1742,0.8714,3.104,0.076,,
00:28.1,5.003,0.1451,0.7261,3.046,0.003,,,5.0004,0.1762,0.8809,3.059,0.01,,
00:28.2,5.0029,0.1451,0.7258,3.043,0.003,,,4.9993,0.1777,0.8882,3.058,0.001,,
00:28.3,5.0029,0.1451,0.7259,3.21,0.005,,,4.9989,0.1783,0.8915,3.056,0.004,,
00:28.4,5.0029,0.1451,0.7259,2.451,0.056,,,4.9984,0.1789,0.8941,3.035,0.005,,
00:28.5,5.0029,0.1451,0.7257,3.037,0.032,,,4.9981,0.1791,0.8951,3.064,0.019,0.0408,27.7
00:28.6,5.0029,0.1451,0.7261,3.056,0.003,,,4.9979,0.1793,0.8962,2.805,0.011,,
00:28.7,5.0029,0.1451,0.726,3.052,3.289,,,4.9979,0.1793,0.8963,3.065,3.276,,
00:28.8,5.003,0.1451,0.7259,3.073,0.122,,,4.9979,0.1794,0.8967,3.042,0.004,,
00:28.9,5.0029,0.1451,0.726,3.06,0.007,,,4.9977,0.1795,0.8969,3.048,0.021,,
00:29.0,5.0028,0.1451,0.7259,3.043,0.003,0.006,27.7,4.9977,0.1795,0.8972,3.056,0.002,,
00:29.1,5.0029,0.1451,0.7258,3.032,0.005,,,4.9978,0.1795,0.8972,3.057,0.003,,
00:29.2,5.0029,0.1451,0.7262,3.048,0.017,,,4.998,0.1795,0.8974,3.104,0.016,,
00:29.3,5.0029,0.1451,0.726,3.061,0.006,,,5.0001,0.144,0.7201,3.036,0.03,,
00:29.4,5.0029,0.1451,0.7258,3.05,0.005,,,5.0015,0.1446,0.7234,3.097,0.126,,
00:29.5,5.0029,0.1451,0.726,3.064,2.736,,,5.002,0.1449,0.7247,3.184,0.026,0.041,28
00:29.6,5.0029,0.1451,0.7259,3.067,0.52,,,5.0024,0.145,0.7256,3.048,0.004,,
00:29.7,5.0029,0.1451,0.7259,3.066,0.09,,,5.0027,0.1451,0.7261,3.063,0.042,,
00:29.8,5.0029,0.1451,0.7259,2.584,0.004,,,5.0029,0.1452,0.7263,3.07,0.009,,
00:29.9,5.0029,0.1451,0.7258,3.053,0.002,,,5.0029,0.1452,0.7264,3.051,0.024,,
00:30.0,5.0029,0.1451,0.7261,2.751,0.012,0.0062,28.2,5.0025,0.1591,0.7958,3.153,0.002,,
00:30.1,5.0029,0.1451,0.7261,3.061,0.007,,,5.0006,0.1767,0.8837,3.074,0.01,,
00:30.2,5.0029,0.1451,0.7259,3.058,0.005,,,4.9993,0.1779,0.8892,3.052,0.003,,
00:30.3,5.0029,0.1451,0.7259,3.138,0.011,,,4.9987,0.1785,0.8922,1.888,0.017,,
00:30.4,5.0029,0.1451,0.7259,3.057,0.444,,,4.9983,0.1789,0.8941,3.052,0.004,,
00:30.5,5.0029,0.1451,0.7258,1.993,0.024,,,4.9981,0.1792,0.8955,3.22,0.002,0.0413,27.1
00:30.6,5.003,0.1451,0.726,3.085,0.631,,,4.9979,0.1793,0.896,3.067,0.002,,
00:30.7,5.0029,0.1451,0.726,0.205,0.004,,,4.9979,0.1793,0.8963,3.053,0.03,,
00:30.8,5.0029,0.1451,0.7261,3.078,0.007,,,4.9979,0.1794,0.8966,2.287,0.017,,
00:30.9,5.003,0.1451,0.7259,2.924,0.014,,,4.9979,0.1795,0.897,3.15,0.013,,
00:31.0,5.0029,0.1451,0.726,3.048,0.005,0.0064,28.2,4.9979,0.1795,0.8972,0.672,0.002,,
00:31.1,5.0029,0.1451,0.7259,3.079,0.008,,,4.9979,0.1795,0.8974,3.049,0.014,,
00:31.2,5.0029,0.1451,0.7259,3.07,0.026,,,4.9979,0.1795,0.8973,3.045,0.001,,
00:31.3,5.0029,0.1451,0.7259,3.206,2.891,,,4.9999,0.1399,0.6993,3.062,0.004,,
00:31.4,5.0029,0.1451,0.726,3.049,0.622,,,5.0012,0.1421,0.7104,2.695,0.003,,
00:31.5,5.003,0.1451,0.726,1.246,0.005,,,5.0018,0.1434,0.7172,3.056,0.033,0.0414,26.4
00:31.6,5.003,0.1451,0.726,3.045,0.004,,,5.0021,0.1441,0.721,3.08,2.673,,
00:31.7,5.0029,0.1451,0.7259,0.684,0.016,,,5.0026,0.1446,0.7234,1.334,0.096,,
00:31.8,5.0029,0.1451,0.7257,3.093,0.005,,,5.0029,0.1449,0.7247,0.722,0.012,,
00:31.9,5.0029,0.1451,0.7259,3.05,0.005,,,5.0029,0.145,0.7254,3.249,0.001,,
00:32.0,5.0029,0.1451,0.7258,3.211,0.004,0.0066,27.7,5.0032,0.1225,0.6126,3.044,0.002,,
00:32.1,5.0029,0.1451,0.726,3.066,0.156,,,5.0078,0.0168,0.084,0.217,0.009,,
00:32.2,5.0029,0.1451,0.7261,3.046,0.006,,,5.0145,0.0154,0.0772,1.206,0.532,,
00:32.3,5.0029,0.1451,0.726,0.352,0.004,,,5.0186,0.0146,0.0732,3.051,0.013,,
00:32.4,5.0029,0.1451,0.726,0.317,0.009,,,5.0209,0.0141,0.0708,3.068,0.018,,
00:32.5,5.0029,0.1451,0.7258,3.052,2.437,,,5.0223,0.0138,0.0693,3.011,0.098,0.0414,27.7
00:32.6,5.0029,0.1451,0.7259,3.196,0.038,,,5.023,0.0136,0.0684,3.126,0.014,,
00:32.7,5.0029,0.1451,0.726,3.055,0.004,,,5.0236,0.0135,0.0676,3.067,0.005,,
00:32.8,5.0029,0.1451,0.7259,3.056,0.007,,,5.0239,0.0134,0.0675,3.03,0.003,,
00:32.9,5.003,0.1451,0.7261,3.194,2.556,,,5.0242,0.0134,0.0675,3.041,0.007,,
00:33.0,5.003,0.1451,0.7261,0.686,0.03,0.0068,27.5,5.0241,0.0134,0.0674,3.189,2.625,,
00:33.1,5.0029,0.1451,0.7259,3.045,0.002,,,5.0242,0.0134,0.0672,3.057,0.013,,
00:33.2,5.003,0.1451,0.7259,3.038,0.007,,,5.0242,0.0133,0.0671,3.037,0.018,,
00:33.3,5.003,0.1451,0.7258,2.968,0.008,,,5.0242,0.0133,0.0668,3.198,0.01,,
00:33.4,5.0029,0.1451,0.7257,3.06,0.003,,,5.0243,0.0133,0.0668,2.519,1.321,,
00:33.5,5.0029,0.1451,0.7259,3.046,0.005,,,5.0243,0.0133,0.0668,3.025,0.004,0.0414,27.9
00:33.6,5.0029,0.1451,0.7261,3.041,0.006,,,5.0243,0.0133,0.0666,3.069,0.005,,
00:33.7,5.0029,0.1451,0.726,3.036,0.004,,,5.0242,0.0133,0.0666,3.04,0.513,,
00:33.8,5.0029,0.1451,0.726,3.064,0.011,,,5.0242,0.0132,0.0664,2.561,0.153,,
00:33.9,5.0029,0.1451,0.7259,3.051,0.002,,,5.0241,0.0132,0.0665,3.041,0.022,,
00:34.0,5.003,0.1451,0.7259,3.04,0.028,0.007,27.9,5.0241,0.0132,0.0665,3.079,0.009,,
00:34.1,5.0029,0.1451,0.7258,2.983,2.527,,,5.0242,0.0132,0.0665,3.073,0.006,,
00:34.2,5.0029,0.1451,0.7257,3.058,0.003,,,5.0242,0.0132,0.0665,3.005,0.031,,
00:34.3,5.0028,0.1451,0.7259,3.066,0.003,,,5.0242,0.0132,0.0664,3.017,0.013,,
00:34.4,5.0029,0.1451,0.726,3.054,2.646,,,5.0242,0.0132,0.0664,3.046,0.029,,
00:34.5,5.0029,0.1451,0.726,3.076,0.036,,,5.0242,0.0132,0.0664,3.037,0.007,0.0415,26.8
00:34.6,5.0029,0.1451,0.7259,3.057,0.01,,,5.0242,0.0132,0.0665,3.032,0.008,,
00:34.7,5.0029,0.1451,0.7259,3.059,0.002,,,5.0242,0.0132,0.0664,3.044,0.002,,
00:34.8,5.0029,0.145,0.7256,3.082,0.001,,,5.0242,0.0132,0.0665,3.023,0.012,,
00:34.9,5.0029,0.1451,0.7258,2.974,2.544,,,5.0242,0.0132,0.0664,3.033,0.008,,
00:35.0,5.0029,0.1451,0.726,3.088,0.004,0.0072,27.3,5.0242,0.0132,0.0665,3.038,0.015,,
00:35.1,5.003,0.1451,0.7261,0.867,0.019,,,5.0241,0.0132,0.0664,3.027,2.56,,
00:35.2,5.0029,0.1451,0.7259,3.053,0.03,,,5.0241,0.0132,0.0664,3.049,0.006,,
00:35.3,5.0029,0.1451,0.726,3.181,1.28,,,5.0242,0.0132,0.0664,3.09,0.008,,
00:35.4,5.0029,0.1451,0.7258,3.057,0.01,,,5.0241,0.0132,0.0664,3.035,0.008,,
00:35.5,5.0029,0.1451,0.7259,2.457,0.003,,,5.0242,0.0132,0.0664,3.052,0.287,0.0415,28.2
00:35.6,5.0029,0.1451,0.7261,3.071,0.003,,,5.0242,0.0132,0.0665,3.045,0.113,,
00:35.7,5.0029,0.1451,0.7261,3.041,0.005,,,5.0242,0.0132,0.0664,3.045,0.01,,
00:35.8,5.0029,0.1451,0.7261,3.086,0.003,,,5.0242,0.0132,0.0664,3.03,0.003,,
00:35.9,5.003,0.1451,0.7259,3.069,0.004,,,5.0242,0.0132,0.0664,3.174,0.023,,
00:36.0,5.0029,0.1451,0.7259,3.053,0.018,0.0074,27.5,5.0241,0.0132,0.0664,3.05,0.007,,
00:36.1,5.0029,0.1451,0.7257,3.06,0.573,,,5.0242,0.0132,0.0664,2.756,0.011,,
00:36.2,5.0029,0.1451,0.7257,3.052,0.01,,,5.0242,0.0132,0.0665,3.037,0.01,,
00:36.3,5.003,0.1451,0.7259,2.457,0.003,,,5.0242,0.0132,0.0664,3.035,0.015,,
00:36.4,5.003,0.1451,0.726,3.073,0.003,,,5.0242,0.0132,0.0664,3.051,2.704,,
00:36.5,5.0029,0.1451,0.726,3.042,0.004,,,5.0242,0.0132,0.0664,3.114,0.005,0.0415,27.7
00:36.6,5.0029,0.1451,0.7259,3.082,0.003,,,5.0243,0.0132,0.0664,3.052,0.041,,
00:36.7,5.003,0.1451,0.7258,3.053,0.004,,,5.0243,0.0132,0.0665,1.109,0.006,,
00:36.8,5.0029,0.145,0.7257,3.055,2.657,,,5.0243,0.0132,0.0665,3.026,0.007,,
00:36.9,5.0029,0.1451,0.7258,3.065,0.009,,,5.0244,0.0132,0.0665,2.466,0.006,,
00:37.0,5.0029,0.1451,0.726,3.059,0.011,0.0076,27.8,5.0244,0.0132,0.0664,3.04,0.006,,
00:37.1,5.0029,0.1451,0.726,3.066,0.013,,,5.0243,0.0132,0.0664,3.143,0.009,,
00:37.2,5.0029,0.1451,0.726,3.056,0.003,,,5.0243,0.0132,0.0664,2.046,0.006,,
00:37.3,5.0029,0.1451,0.7258,3.081,0.002,,,5.0242,0.0132,0.0664,2.946,0.001,,
00:37.4,5.0029,0.1451,0.7258,3.012,0.002,,,5.0242,0.0132,0.0664,3.041,0.006,,
00:37.5,5.0029,0.145,0.7256,0.196,0.008,,,5.0241,0.0132,0.0664,3.054,0.003,0.0415,27.9
00:37.6,5.0029,0.1451,0.7258,3.039,0.009,,,5.0242,0.0132,0.0664,2.924,0.871,,
00:37.7,5.003,0.1451,0.7258,3.057,0.003,,,5.0241,0.0132,0.0664,3.024,2.015,,
00:37.8,5.003,0.1451,0.7259,3.031,0.002,,,5.0241,0.0132,0.0664,3.027,0.006,,
00:37.9,5.0029,0.1451,0.7261,3.04,0.003,,,5.0242,0.0132,0.0664,3.048,0.006,,
00:38.0,5.0029,0.1451,0.726,2.901,0.003,0.0078,27.8,5.0242,0.0132,0.0664,3.054,0.023,,
00:38.1,5.0029,0.1451,0.7258,3.071,0.002,,,5.0242,0.0132,0.0664,3.083,0.007,,
00:38.2,5.0029,0.1451,0.7258,3.084,0.002,,,5.0242,0.0132,0.0664,3.027,0.006,,
00:38.3,5.0029,0.1451,0.7259,3.066,0.006,,,5.0241,0.0132,0.0664,3.043,0.021,,
00:38.4,5.0029,0.1451,0.7259,3.041,0.009,,,5.0243,0.0132,0.0665,3.074,0.008,,
00:38.5,5.0029,0.1451,0.7261,3.064,0.008,,,5.0243,0.0132,0.0665,2.996,0.009,0.0415,27
00:38.6,5.0029,0.1451,0.726,3.059,0.194,,,5.0242,0.0132,0.0664,2.505,0.017,,
00:38.7,5.0029,0.1451,0.7258,0.065,0.003,,,5.0243,0.0132,0.0664,3.038,0.007,,
00:38.8,5.0029,0.1451,0.7258,3.044,0.004,,,5.0242,0.0132,0.0664,3.037,0.044,,
00:38.9,5.0029,0.1451,0.7259,3.054,0.009,,,5.0242,0.0132,0.0664,2.599,0.02,,
00:39.0,5.0029,0.145,0.7256,3.055,0.164,0.008,27.5,5.0242,0.0132,0.0664,0.727,0.007,,
00:39.1,5.0029,0.1451,0.7258,3.05,0.008,,,5.0242,0.0132,0.0664,3.203,0.006,,
00:39.2,5.0029,0.145,0.7256,0.035,2.663,,,5.0242,0.0132,0.0664,3.095,0.007,,
00:39.3,5.0028,0.145,0.7255,3.072,0.003,,,5.0241,0.0132,0.0664,3.041,0.926,,
00:39.4,5.0029,0.145,0.7254,3.045,0.003,,,5.0242,0.0132,0.0664,0.719,0.016,,
00:39.5,5.003,0.145,0.7252,3.057,0.109,,,5.0242,0.0132,0.0664,3.044,0.003,0.0415,26.6
00:39.6,5.0029,0.145,0.7252,3.085,0.003,,,5.0243,0.0132,0.0664,3.046,0.005,,
00:39.7,5.0029,0.145,0.7253,3.059,0.909,,,5.0243,0.0132,0.0664,3.183,0.007,,
00:39.8,5.0029,0.145,0.7252,3.08,0.002,,,5.0243,0.0132,0.0664,3.062,0.008,,
00:39.9,5.0029,0.145,0.7253,3.165,0.002,,,5.0244,0.0132,0.0664,2.64,0.005,,
00:40.0,5.0029,0.145,0.7255,2.58,0.014,0.0082,27.5,5.0243,0.0132,0.0664,3.255,0.004,,
00:40.1,5.003,0.145,0.7253,3.078,0.005,,,5.0242,0.0132,0.0665,3.137,0.668,,
00:40.2,5.0029,0.145,0.7252,3.057,0.568,,,5.0243,0.0132,0.0666,2.988,0.022,,
00:40.3,5.0029,0.145,0.7255,3.051,0.009,,,5.0242,0.0132,0.0665,0.722,0.231,,
00:40.4,5.0029,0.145,0.7255,3.089,0.004,,,5.0242,0.0132,0.0664,3.045,0.005,,
00:40.5,5.0029,0.1451,0.7257,3.24,0.019,,,5.0242,0.0132,0.0665,3.05,0.016,0.0416,27.4
00:40.6,5.0029,0.145,0.7255,3.071,0.002,,,5.0243,0.0132,0.0664,3.035,0.008,,
00:40.7,5.0029,0.145,0.7255,3.066,0.087,,,5.0243,0.0132,0.0664,3.027,1.78,,
00:40.8,5.0029,0.145,0.7255,2.943,0.005,,,5.0243,0.0132,0.0664,3.042,2.654,,
00:40.9,5.0029,0.145,0.7254,3.05,0.016,,,5.0242,0.0132,0.0664,3.047,0.008,,
00:41.0,5.003,0.145,0.7253,3.056,0.005,0.0084,28.4,5.0242,0.0132,0.0664,2.575,0.015,,
00:41.1,5.0028,0.145,0.7253,3.064,0.002,,,5.0243,0.0132,0.0664,3.139,0.014,,
00:41.2,5.0029,0.1449,0.7252,3.072,0.003,,,5.0244,0.0132,0.0664,3.047,0.004,,
00:41.3,5.0029,0.145,0.7252,2.344,0.004,,,5.0244,0.0132,0.0665,3.038,0.746,,
00:41.4,5.0029,0.1449,0.7251,3.047,0.002,,,5.0244,0.0132,0.0664,2.879,0.022,,
00:41.5,5.0026,0.1449,0.7249,0.707,0.005,,,5.0243,0.0132,0.0664,3.052,0.01,0.0416,27.5
00:41.6,5.0028,0.1449,0.7248,0.814,0.583,,,5.0243,0.0132,0.0664,3.038,0.009,,
00:41.7,5.0029,0.1449,0.7249,2.605,0.01,,,5.0243,0.0132,0.0664,3.063,0.007,,
00:41.8,5.0029,0.1449,0.7248,3.052,0.012,,,5.0243,0.0132,0.0665,3.039,0.222,,
00:41.9,5.0029,0.1449,0.725,3.025,0.002,,,5.0243,0.0132,0.0664,3.053,0.007,,
00:42.0,5.0029,0.1449,0.725,3.072,0.493,0.0086,27.9,5.0244,0.0132,0.0665,3.015,0.029,,
00:42.1,5.0029,0.1449,0.725,3.12,0.003,,,5.0244,0.0132,0.0665,3.042,0.009,,
00:42.2,5.0029,0.1449,0.725,3.059,0.002,,,5.0244,0.0132,0.0664,3.031,0.641,,
00:42.3,5.0029,0.1449,0.7249,3.077,0.001,,,5.0242,0.0132,0.0665,2.978,0.003,,
00:42.4,5.0029,0.1449,0.7249,3.034,0.006,,,5.0241,0.0132,0.0664,3.044,0.01,,
00:42.5,5.0029,0.1449,0.7249,2.994,0.003,,,5.0242,0.0132,0.0664,3.05,0.013,0.0416,27.8
00:42.6,5.0029,0.1449,0.7249,3.051,0.013,,,5.0242,0.0132,0.0664,2.49,2.637,,
00:42.7,5.0029,0.1449,0.725,3.035,0.002,,,5.0241,0.0132,0.0664,3.03,0.005,,
00:42.8,5.003,0.145,0.7253,3.07,0.002,,,5.0242,0.0132,0.0664,3.056,0.01,,
00:42.9,5.0029,0.1449,0.7251,1.877,0.004,,,5.0241,0.0132,0.0664,3.041,0.429,,
00:43.0,5.0029,0.1449,0.7249,2.459,0.639,0.0088,27.9,5.0242,0.0132,0.0664,3.043,0.014,,
00:43.1,5.0029,0.1449,0.7248,3.054,0.016,,,5.0242,0.0132,0.0665,3.058,0.01,,
00:43.2,5.0029,0.1449,0.7248,3.054,0.127,,,5.0242,0.0132,0.0664,1.172,0.014,,
00:43.3,5.0029,0.1449,0.7249,1.08,0.009,,,5.0242,0.0132,0.0664,3.027,0.008,,
00:43.4,5.0029,0.1449,0.7251,3.061,0.016,,,5.0242,0.0132,0.0665,3.048,0.019,,
00:43.5,5.0029,0.1449,0.725,3.028,0.002,,,5.0242,0.0132,0.0666,3.041,0.013,0.0416,27.1
00:43.6,5.0029,0.1449,0.725,1.678,0.003,,,5.0242,0.0132,0.0664,3.031,0.01,,
00:43.7,5.0029,0.1449,0.7249,3.098,0.004,,,5.0242,0.0132,0.0664,3.04,0.031,,
00:43.8,5.0029,0.1449,0.7247,3.047,0.002,,,5.0242,0.0132,0.0664,3.037,0.007,,
00:43.9,5.0029,0.1449,0.7248,3.062,0.017,,,5.0242,0.0132,0.0664,3.057,0.012,,
00:44.0,5.0029,0.1449,0.7249,3.012,0.004,0.009,27.6,5.0242,0.0132,0.0664,3.039,0.04,,
00:44.1,5.0029,0.1449,0.725,0.837,0.006,,,5.0241,0.0132,0.0664,3.021,0.03,,
00:44.2,5.0029,0.145,0.7252,3.053,0.013,,,5.0242,0.0132,0.0664,3.051,0.015,,
00:44.3,5.0029,0.1449,0.7252,3.036,0.002,,,5.0242,0.0132,0.0664,2.458,0.009,,
00:44.4,5.0029,0.1449,0.725,1.33,0.072,,,5.0242,0.0132,0.0665,3.044,0.005,,
00:44.5,5.003,0.1449,0.7249,0.897,0.004,,,5.0241,0.0132,0.0664,3.043,0.021,0.0416,27.1
00:44.6,5.0029,0.1449,0.7248,3.05,0.002,,,5.0242,0.0132,0.0665,3.05,0.006,,
00:44.7,5.003,0.1449,0.7249,3.053,0.017,,,5.0242,0.0132,0.0665,3.076,0.315,,
00:44.8,5.0029,0.1449,0.725,3.064,0.071,,,5.0242,0.0132,0.0665,3.042,0.034,,
00:44.9,5.0029,0.145,0.7253,3.065,0.01,,,5.024,0.0133,0.0666,3.011,0.006,,
00:45.0,5.0029,0.1449,0.7251,3.066,0.009,0.0092,27.1,5.0242,0.0132,0.0665,3.059,0.009,,
00:45.1,5.0029,0.1449,0.7249,3.061,0.022,,,5.0243,0.0132,0.0665,3.035,0.004,,
00:45.2,5.0029,0.1449,0.7251,3.032,0.002,,,5.0242,0.0132,0.0665,3.032,0.005,,
00:45.3,5.0029,0.1449,0.7248,0.729,0.008,,,5.0242,0.0132,0.0664,3.034,0.005,,
00:45.4,5.0029,0.1449,0.7248,3.05,0.005,,,5.0241,0.0132,0.0664,3.044,0.006,,
00:45.5,5.0029,0.1449,0.725,3.045,0.002,,,5.0242,0.0132,0.0664,3.109,0.007,0.0417,28.4
00:45.6,5.0029,0.1449,0.7248,3.033,0.01,,,5.0241,0.0132,0.0664,3.04,0.005,,
00:45.7,5.0029,0.1449,0.725,2.831,2.626,,,5.0243,0.0132,0.0664,3.051,0.013,,
00:45.8,5.0029,0.1449,0.7249,3.255,0.011,,,5.0242,0.0132,0.0665,3.039,0.464,,
00:45.9,5.0029,0.1449,0.7248,3.047,0.002,,,5.0241,0.0132,0.0664,3.037,0.011,,
00:46.0,5.0029,0.1449,0.7248,2.277,0.003,0.0094,28,5.0241,0.0132,0.0664,3.044,0.005,,
00:46.1,5.0029,0.1449,0.7249,3.25,0.004,,,5.0242,0.0132,0.0664,3.086,0.004,,
00:46.2,5.0029,0.1449,0.7247,3.084,0.004,,,5.0242,0.0132,0.0666,0.857,0.007,,
00:46.3,5.0029,0.1449,0.7252,3.044,0.067,,,5.0242,0.0133,0.0666,1.246,0.006,,
00:46.4,5.0029,0.1449,0.7251,3.057,0.021,,,5.0241,0.0132,0.0665,3.023,0.004,,
00:46.5,5.0029,0.1449,0.7248,3.06,0.022,,,5.0241,0.0132,0.0664,2.495,0.019,0.0417,27.9
00:46.6,5.0029,0.1449,0.725,3.101,0.212,,,5.0242,0.0132,0.0665,3.025,1.494,,
00:46.7,5.0029,0.1449,0.7248,3.047,0.002,,,5.0242,0.0132,0.0664,3.028,0.011,,
00:46.8,5.003,0.1449,0.7247,3.03,0.004,,,5.0242,0.0132,0.0664,3.034,0.005,,
00:46.9,5.0029,0.1449,0.7249,3.092,1.644,,,5.0241,0.0132,0.0665,3.05,0.007,,
00:47.0,5.0029,0.1449,0.7249,2.795,0.015,0.0096,27.6,5.0241,0.0132,0.0665,3.03,0.006,,
00:47.1,5.0029,0.1449,0.725,3.104,1.538,,,5.0242,0.0132,0.0664,3.097,0.005,,
00:47.2,5.0029,0.1449,0.725,3.076,0.002,,,5.0242,0.0132,0.0664,3.043,0.004,,
00:47.3,5.0029,0.1449,0.7247,3.067,0.032,,,5.0242,0.0132,0.0664,0.689,0.022,,
00:47.4,5.0029,0.1449,0.7247,3.045,0.004,,,5.0242,0.0132,0.0664,3.047,0.004,,
00:47.5,5.0029,0.1449,0.725,3.036,0.002,,,5.0242,0.0132,0.0664,3.051,0.527,0.0417,27.7
00:47.6,5.0029,0.1449,0.7248,3.009,0.005,,,5.0242,0.0133,0.0666,3.067,0.004,,
00:47.7,5.0029,0.1449,0.7251,3.063,1.078,,,5.0241,0.0133,0.0666,3.128,0.004,,
00:47.8,5.0029,0.1449,0.7251,3.064,0.006,,,5.0242,0.0132,0.0665,3.03,0.004,,
00:47.9,5.0029,0.1449,0.7249,3.101,2.121,,,5.0242,0.0132,0.0666,3.046,0.005,,
00:48.0,5.0029,0.1449,0.7249,3.047,0.015,0.0098,27.1,5.0241,0.0132,0.0665,3.03,0.021,,
00:48.1,5.0029,0.1449,0.7248,3.066,2.677,,,5.0241,0.0132,0.0664,3.048,0.025,,
00:48.2,5.0029,0.1449,0.7248,3.035,2.887,,,5.0241,0.0132,0.0664,3.025,0.004,,
00:48.3,5.0029,0.1449,0.7251,3.04,0.002,,,5.0242,0.0132,0.0664,2.519,0.012,,
